,line_name,alert_ids,full_text,start_time,end_time,reasons_set,mins_delay,reason_0,reason_1
108,CR-Haverhill,465606, Haverhill Line Train 221 (7:55 pm from North Station) is operating 5-15 minutes behind schedule between Wakefield and Haverhill.,2022-10-04 20:33:39,2022-10-04 22:07:00,None,5-15,,
109,CR-Haverhill,465610, Haverhill Line Train 222 (8:12 pm from Haverhill) is operating 5-15 minutes behind schedule between North Wilmington and North Station.,2022-10-04 20:59:27,2022-10-04 22:22:00,None,5-15,,
110,CR-Lowell,465377," The new Fall/Winter Commuter Rail schedules go into effect on Monday, October 17th. Visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-03 17:25:01,2022-10-17 02:30:00,None,,,
111,CR-Lowell,465463," [8:55 AM] VINES Ashley
Please board Lowell Line Train 310 (8:50 am from Lowell) on the outbound platform (track 1) at Wilmington today.

 [8:55 AM] VINES Ashley
Please board Lowell Line Train 310 (8:50 am from Lowell) on the outbound platform (Track 1) at Wilmington today.

 Please board Lowell Line Train 310 (8:50 am from Lowell) on the outbound platform (Track 1) at Wilmington today.",2022-10-04 08:55:00,2022-10-04 10:34:00,None,,,
112,CR-Lowell,465487, Lowell Line Train 313 (10:10 am from North Station) is operating 5-10 minutes behind schedule between and Lowell. ,2022-10-04 10:43:17,2022-10-04 11:55:00,None,5-10,,
113,CR-Lowell,465573, Lowell Line Train 329 (5:25 pm from North Station) is stopped at Anderson/Woburn and is 10-20 minutes behind schedule due to a mechanical issue. Lowell Line Train 329 (5:25 pm from North Station) is operating 10-20 minutes behind schedule between Anderson/Woburn and Lowell due to a mechanical issue.,2022-10-04 18:00:10,2022-10-04 19:12:00,{'mechanical issue'},10-20,mechanical issue,
114,CR-Lowell,465583, Lowell Line Train 332 (6:35 pm from Lowell) has not yet departed Lowell due to a mechanical issue and is currently 5-15 minutes behind schedule. Lowell Line Train 332 (6:35 pm from Lowell) has not yet departed Lowell due to a mechanical issue and is currently 5-15 minutes behind schedule.,2022-10-04 18:37:18,2022-10-04 20:18:00,{'mechanical issue'},5-15,mechanical issue,
115,CR-Lowell,465586, Lowell Line Train 332 (6:35 pm from Lowell) has been cancelled today due to a mechanical issue. The next train from Lowell will be Train 334 (7:20 pm from Lowell).,2022-10-04 18:43:01,2022-10-04 20:18:00,{'mechanical issue'},,mechanical issue,
116,CR-Lowell,465612, Lowell Line Train 338 (8:50 pm from Lowell) is operating 5-10 minutes behind schedule between Wedgemere and North Station.,2022-10-04 21:26:54,2022-10-04 22:33:00,None,5-10,,
117,CR-Needham,465238," From Monday, October 3rd through Friday, October 7th, Needham, Franklin/Foxboro, and Providence/Stoughton Line trains may experience delays up to 10-15 minutes due to ongoing work above the tracks and platform at Forest Hills.",2022-10-03 04:30:00,2022-10-08 02:30:00,None,10-15,,
118,CR-Needham,465377," The new Fall/Winter Commuter Rail schedules go into effect on Monday, October 17th. Visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-03 17:25:01,2022-10-17 02:30:00,None,,,
119,CR-Needham,465450, Needham Line Train 605 (7:50 am from South Station) is operating 5-15 minutes behind schedule between Back Bay and Needham Heights due to train traffic.,2022-10-04 08:11:13,2022-10-04 09:35:00,{'train traffic'},5-15,train traffic,
120,CR-Needham,465480, Needham Line Train 609 (9:50 am from South Station) is operating 5-15 minutes behind schedule between Ruggles and Needham Heights due to a signal issue.,2022-10-04 10:11:29,2022-10-04 11:35:00,{'signal issue'},5-15,signal issue,
121,CR-Needham,465485, Needham Line Train 610 (10:05 am from Needham Heights) is operating 5-15 minutes behind schedule between Hersey and South Station due to train traffic.,2022-10-04 10:30:37,2022-10-04 11:45:00,{'train traffic'},5-15,train traffic,
122,CR-Needham,465565, Needham Line Train 623 (4:55 pm from South Station) is operating 5-15 minutes behind schedule between West Roxbury and Needham Heights.,2022-10-04 17:35:25,2022-10-04 18:38:00,None,5-15,,
123,CR-Fairmount,465377," The new Fall/Winter Commuter Rail schedules go into effect on Monday, October 17th. Visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-03 17:25:01,2022-10-17 02:30:00,None,,,
124,CR-Fairmount,465725, Fairmount Line Train 933 (5:00 pm from South Station) is expected to depart South Station 5-15 minutes behind schedule due to the late arrival of equipment. Fairmount Line Train 933 (5:00 pm from South Station) has departed South Station and is 5-10 minutes behind schedule due to the late arrival of equipment.,2022-10-05 17:00:00,2022-10-05 18:30:00,{'late arrival of equipment'},5-10,late arrival of equipment,
125,CR-Franklin,465238," From Monday, October 3rd through Friday, October 7th, Needham, Franklin/Foxboro, and Providence/Stoughton Line trains may experience delays up to 10-15 minutes due to ongoing work above the tracks and platform at Forest Hills.",2022-10-03 04:30:00,2022-10-08 02:30:00,None,10-15,,
126,CR-Franklin,465377," The new Fall/Winter Commuter Rail schedules go into effect on Monday, October 17th. Visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-03 17:25:01,2022-10-17 02:30:00,None,,,
127,CR-Franklin,465627, Franklin Line Train 702 (6:12 am from Forge Park/495) is operating 5-15 minutes behind schedule between Readville and South Station due to train traffic.,2022-10-05 07:07:47,2022-10-05 08:20:00,{'train traffic'},5-15,train traffic,
128,CR-Franklin,465628, Foxboro Line Train 743 (6:45 am from South Station) is operating 5-10 minutes behind schedule between Endicott and Foxboro due to train traffic.,2022-10-05 07:15:18,2022-10-05 08:34:00,{'train traffic'},5-10,train traffic,
129,CR-Franklin,465642, Franklin Line Train 704 (7:12 am from Forge Park/495) is operating 5-15 minutes behind schedule between Dedham Corporate Center and South Station due to train traffic.,2022-10-05 07:59:51,2022-10-05 09:20:00,{'train traffic'},5-15,train traffic,
130,CR-Franklin,465664, Franklin Line Train 706 (8:12 am from Forge Park/495) is operating 5-15 minutes behind schedule between Walpole and South Station due to train traffic.,2022-10-05 08:45:16,2022-10-05 10:20:00,{'train traffic'},5-15,train traffic,
131,CR-Franklin,465727, Franklin Line Train 721 (4:45 pm from South Station) is operating 5-15 minutes behind schedule between Ruggles and Forge Park.,2022-10-05 17:06:30,2022-10-05 18:52:00,None,5-15,,
132,CR-Franklin,465749, Franklin Line Train 723 (5:45 pm from South Station) is operating 5-15 minutes behind schedule between Dedham Corporate Center and Forge Park.,2022-10-05 18:23:12,2022-10-05 19:52:00,None,5-15,,
133,CR-Franklin,465763, Franklin Line Train 725 (6:45 pm from South Station) is operating 5-15 minutes behind schedule between Readville and Forge Park/495. Franklin Line Train 725 (6:45 pm from South Station) is operating 5-15 minutes behind schedule between Readville and Forge Park/495.,2022-10-05 19:24:08,2022-10-05 20:50:00,None,5-15,,
134,CR-Franklin,465770, Foxboro Line Train 760 (7:25 pm from Foxboro) is operating 10-15 minutes behind schedule between Foxboro and South Station.,2022-10-05 19:50:46,2022-10-05 21:17:00,None,10-15,,
135,CR-Franklin,465784, Franklin Line Train 727 (8:15 pm from South Station) is operating 5-15 minutes behind schedule between Norwood Central and Forge Park/495.,2022-10-05 20:59:18,2022-10-05 22:17:00,None,5-15,,
136,CR-Greenbush,464776," On weekends, October 15th-16th and October 22nd-23rd, all Middleborough, Kingston & Greenbush trains will originate & terminate at Braintree to allow for track maintenance. Passengers will be accommodated by the Red Line between Braintree & South Station.",2022-09-29 12:00:09,2022-10-24 02:30:00,None,,,
137,CR-Greenbush,465377," The new Fall/Winter Commuter Rail schedules go into effect on Monday, October 17th. Visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-03 17:25:01,2022-10-17 02:30:00,None,,,
138,CR-Greenbush,465715, Greenbush Line Train 086 (2:20 pm from Greenbush) is stopped at Quincy Center due to a medical emergency and is currently 5-15 minutes behind schedule. Greenbush Line Train 086 (2:20 pm from Greenbush) is operating 5-15 minutes behind schedule between Quincy Center and South Station due to an earlier medical emergency.,2022-10-05 15:17:53,2022-10-05 16:24:00,None,5-15,,
139,CR-Greenbush,465796, Greenbush Line Train 095 (10:45 pm from South Station) is expected to depart South Station 5-15 minutes behind schedule due to the late arrival of equipment. Greenbush Line Train 095 (10:45 pm from South Station) has departed South Station and is 5-10 minutes behind schedule due to the late arrival of equipment.,2022-10-05 22:45:00,2022-10-06 00:47:00,{'late arrival of equipment'},5-10,late arrival of equipment,
140,CR-Kingston,464776," On weekends, October 15th-16th and October 22nd-23rd, all Middleborough, Kingston & Greenbush trains will originate & terminate at Braintree to allow for track maintenance. Passengers will be accommodated by the Red Line between Braintree & South Station.",2022-09-29 12:00:09,2022-10-24 02:30:00,None,,,
141,CR-Kingston,465377," The new Fall/Winter Commuter Rail schedules go into effect on Monday, October 17th. Visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-03 17:25:01,2022-10-17 02:30:00,None,,,
142,CR-Kingston,465709, Kingston Line Train 053 (2:33 pm from South Station) is operating 5-10 minutes behind schedule between Quincy Center and Kingston.,2022-10-05 15:02:00,2022-10-05 16:33:00,None,5-10,,
143,CR-Kingston,465718, Kingston Line Train 056 (2:52 pm from Kingston) is operating 5-10 minutes behind schedule between Abington and South Station due to train traffic.,2022-10-05 15:30:44,2022-10-05 16:57:00,{'train traffic'},5-10,train traffic,
144,CR-Kingston,465723, Kingston Line Train 057 (4:33 pm from South Station) has yet to depart South Station and is 15-25 minutes behind schedule due to a mechanical issue. Kingston Line Train 057 (4:33 pm from South Station) has departed South Station and is operating 25-30 minutes behind schedule due to a mechanical issue.,2022-10-05 16:44:48,2022-10-05 18:33:00,{'mechanical issue'},25-30,mechanical issue,
145,CR-Kingston,465734, Kingston Line Train 059 (5:33 pm from South Station) is expected to depart South Station 5-15 minutes behind schedule due to a late swap of equipment. Kingston Line Train 059 (5:33 pm from South Station) has departed South Station and is operating 15-20 minutes behind schedule due to a late swap of equipment. Kingston Line Train 059 (5:33 pm from South Station) has departed South Station and is operating 15-20 minutes behind schedule due to a late swap of equipment.,2022-10-05 17:33:00,2022-10-05 19:33:00,None,15-20,,
146,CR-Kingston,465745, Please board Kingston Line Train 060 (6:22 pm from Kingston) on Track 2 at Halifax today.,2022-10-05 18:22:00,2022-10-05 20:29:00,None,,,
147,CR-Kingston,465760, Kingston Line Train 060 (6:22 pm from Kingston) is operating 5-15 minutes behind schedule between Braintree and South Station due to train traffic.,2022-10-05 19:14:43,2022-10-05 20:29:00,{'train traffic'},5-15,train traffic,
148,CR-Kingston,465781, Kingston Line Train 063 (8:45 pm from South Station) is expected to depart South Station 5-15 minutes behind schedule due to a late swap of equipment. Kingston Line Train 063 (8:45 pm from South Station) is expected to depart South Station 15-25 minutes behind schedule due to the late arrival of equipment. Kingston Line Train 063 (8:45 pm from South Station) is expected to depart South Station 35-45 minutes behind schedule due to the late arrival of equipment. Kingston Line Train 063 (8:45 pm from South Station) has departed South Station and is 35-45 minutes behind schedule due to the late arrival of equipment.,2022-10-05 20:45:00,2022-10-05 22:44:00,{'late arrival of equipment'},35-45,late arrival of equipment,
149,CR-Kingston,465794, Kingston Line Train 064 (10:22 pm from Kingston) is expected to depart Kingston 5-15 minutes behind schedule due to the late arrival of Train 063. Kingston Line Train 064 (10:22 pm from Kingston) has departed Kingston and is 10-15 minutes behind schedule due to the late arrival of Train 063.,2022-10-05 22:22:00,2022-10-05 23:58:00,{'late arrival of train'},10-15,late arrival of train,
150,CR-Fitchburg,465377," The new Fall/Winter Commuter Rail schedules go into effect on Monday, October 17th. Visit MBTA.com to see how we adapted our service for better seasonal performance.",2022-10-03 17:25:01,2022-10-17 02:30:00,None,,,
151,CR-Fitchburg,465629, Fitchburg Line Train 404 (6:25 am from Wachusett) is operating 5-15 minutes behind schedule between South Acton and North Station due to train traffic.,2022-10-05 07:17:17,2022-10-05 09:03:00,{'train traffic'},5-15,train traffic,
152,CR-Fitchburg,465663, Fitchburg Line Train 406 (7:25 am from Wachusett) is operating 5-15 minutes behind schedule between Brandeis/Roberts and North Station.,2022-10-05 08:43:23,2022-10-05 10:01:00,None,5-15,,
153,CR-Fitchburg,465669, Fitchburg Line Train 407 (8:30 am from North Station) is operating 5-15 minutes behind schedule between Brandeis/Roberts and Wachusett due to train traffic.,2022-10-05 09:03:57,2022-10-05 11:07:00,{'train traffic'},5-15,train traffic,
154,CR-Fitchburg,465678, Fitchburg Line Train 409 (9:30 am from North Station) is operating 5-15 minutes behind schedule between Waverley and Littleton/Route 495 due to area track work.,2022-10-05 10:05:13,2022-10-05 11:25:00,{'track work'},5-15,track work,
155,CR-Fitchburg,465681, Fitchburg Line Train 410 (9:25 am from Wachusett) is operating 5-15 minutes behind schedule between Kendal Green and North Station.,2022-10-05 10:39:34,2022-10-05 11:59:00,None,5-15,,
156,CR-Fitchburg,465729, Fitchburg Line Train 424 (4:25 pm from Wachusett) is operating 5-15 minutes behind schedule between South Acton and North Station.,2022-10-05 17:20:41,2022-10-05 18:59:00,None,5-15,,
157,CR-Fitchburg,465737, Fitchburg Line Train 423 (4:30 pm from North Station) is operating 5-15 minutes behind schedule between Littleton/Route 495 and Wachusett.,2022-10-05 17:40:46,2022-10-05 19:10:00,None,5-15,,
